FAILED.man		man42	man	³kãŋ	hill
c4.c140.c35.	Bɖja	tuk52	tuk	⁴ʈe	eagle (nep cil 'hawk')
c4.c140.c37.	Bɖwa	gha52	gha	˩ʈo	tumpline/carrying headband
c4.c140.c39.	Bɖwa	mar60	mar	⁴ʈʌ	enemy
c4.c140.c39.	Bɖwa	tuk59	tuk	⁴ʈə	enemy
c4.c140.c39.c203.	Bɖwat	tag42	tag	⁴ʈaː	tumpline/carrying headband
c4.c140.c40.	Bɖwaː	gha52	gha	˩ʈo	tumpline/carrying headband
c4.c140.c41.	Bɖwaː	gha52	gha	˩ʈo	tumpline/carrying headband
c4.c140.c41.	Bɖwaː	mar61	mar	⁴ʈa	tumpline/carrying headband
c4.c140.c42.	Bɖai	tuk52	tuk	⁴ʈe	eagle (nep cil 'hawk')
c4.c140.c43.	Bɖai	tuk52	tuk	⁴ʈe	eagle (nep cil 'hawk')
c4.c140.c44.	Bɖai	tuk52	tuk	⁴ʈe	eagle (nep cil 'hawk')
c4.c140.c48.	Bɖat	tuk52	tuk	⁴ʈe	eagle (nep cil 'hawk')
c4.c140.c5.	Bɖi	tuk50	tuk	⁴ʈi	one
c4.c140.c50.	Bɖwat	tuk52	tuk	⁴ʈe	eagle (nep cil 'hawk')
c4.c140.c51.	Bɖap	tuk60	tuk	⁴ʈa	tumpline/carrying headband
c4.c140.c52.	Bɖjap	tuk52	tuk	⁴ʈe	eagle (nep cil 'hawk')
c4.c140.c6.	Bɖiː	tuk50	tuk	⁴ʈi	one
c4.c140.c65.	Bɖo	gha52	gha	˩ʈo	tumpline/carrying headband
c4.c140.c68.	Bɖjoi	tuk52	tuk	⁴ʈe	eagle (nep cil 'hawk')
c4.c140.c7.	Bɖik	tuk50	tuk	⁴ʈi	one
c4.c140.c71.	Bɖot	tuk52	tuk	⁴ʈe	eagle (nep cil 'hawk')
c4.c140.c74.	Bɖwap	gha52	gha	˩ʈo	tumpline/carrying headband
c4.c140.c75.	Bɖop	gha52	gha	˩ʈo	tumpline/carrying headband
c4.c140.c8.	Bɖit	tuk50	tuk	⁴ʈi	one
c4.c140.c89.	Bɖut	tuk50	tuk	⁴ʈi	one
c4.c140.c9.	Bɖip	tuk50	tuk	⁴ʈi	one
c4.c141.c16.	Bɖil	tuk50	tuk	⁴ʈi	one
c4.c141.c17.	Bɖwi	tuk50	tuk	⁴ʈi	one
c4.c141.c20.	Bɖe	tuk52	tuk	⁴ʈe	eagle (nep cil 'hawk')
c4.c141.c205.c203.	Bɖat	tag42	tag	⁴ʈaː	tumpline/carrying headband
c4.c141.c21.	Bɖeː	mar60	mar	⁴ʈʌ	enemy
c4.c141.c21.	Bɖeː	mar61	mar	⁴ʈa	tumpline/carrying headband
c4.c141.c21.	Bɖeː	tuk52	tuk	⁴ʈe	eagle (nep cil 'hawk')
c4.c141.c22.	Bɖeː	tuk52	tuk	⁴ʈe	eagle (nep cil 'hawk')
c4.c141.c23.	Bɖeː	tuk52	tuk	⁴ʈe	eagle (nep cil 'hawk')
c4.c141.c24.	Bɖje	tuk52	tuk	⁴ʈe	eagle (nep cil 'hawk')
c4.c141.c25.	Bɖek	tuk52	tuk	⁴ʈe	eagle (nep cil 'hawk')
c4.c141.c26.	Bɖet	tuk50	tuk	⁴ʈi	one
c4.c141.c26.	Bɖet	tuk52	tuk	⁴ʈe	eagle (nep cil 'hawk')
c4.c141.c31.	Bɖew	tuk52	tuk	⁴ʈe	eagle (nep cil 'hawk')
c4.c141.c33.	Bɖa	mar60	mar	⁴ʈʌ	enemy
c4.c141.c33.	Bɖa	tuk59	tuk	⁴ʈə	enemy
c4.c141.c33.c203.	Bɖat	tag42	tag	⁴ʈaː	tumpline/carrying headband
c4.c141.c34.	Bɖaː	gha52	gha	˩ʈo	tumpline/carrying headband
c4.c141.c34.	Bɖaː	ris56	ris	⁴ʈaː	tumpline/carrying headband
c4.c141.c34.	Bɖaː	man53	man	⁴ʈʰa	tumpline/carrying headband
c4.c141.c34.	Bɖaː	mar61	mar	⁴ʈa	tumpline/carrying headband
c4.c141.c34.	Bɖaː	syang62	syang	⁴ɖa	tumpline/carrying headband
c4.c141.c34.	Bɖaː	tag42	tag	⁴ʈaː	tumpline/carrying headband
c4.c141.c34.	Bɖaː	tuk60	tuk	⁴ʈa	tumpline/carrying headband
c4.c141.c35.	Bɖja	tuk52	tuk	⁴ʈe	eagle (nep cil 'hawk')
c4.c141.c37.	Bɖwa	gha52	gha	˩ʈo	tumpline/carrying headband
c4.c141.c38.	Bɖwa	man53	man	⁴ʈʰa	tumpline/carrying headband
c4.c141.c39.	Bɖwa	mar60	mar	⁴ʈʌ	enemy
c4.c141.c39.	Bɖwa	tuk59	tuk	⁴ʈə	enemy
c4.c141.c39.c203.	Bɖwat	tag42	tag	⁴ʈaː	tumpline/carrying headband
c4.c141.c40.	Bɖwaː	gha52	gha	˩ʈo	tumpline/carrying headband
c4.c141.c41.	Bɖwaː	gha52	gha	˩ʈo	tumpline/carrying headband
c4.c141.c41.	Bɖwaː	mar61	mar	⁴ʈa	tumpline/carrying headband
c4.c141.c42.	Bɖai	tuk52	tuk	⁴ʈe	eagle (nep cil 'hawk')
c4.c141.c43.	Bɖai	tuk52	tuk	⁴ʈe	eagle (nep cil 'hawk')
c4.c141.c44.	Bɖai	tuk52	tuk	⁴ʈe	eagle (nep cil 'hawk')
c4.c141.c48.	Bɖat	tuk52	tuk	⁴ʈe	eagle (nep cil 'hawk')
c4.c141.c5.	Bɖi	tuk50	tuk	⁴ʈi	one
c4.c141.c50.	Bɖwat	tuk52	tuk	⁴ʈe	eagle (nep cil 'hawk')
c4.c141.c51.	Bɖap	tuk60	tuk	⁴ʈa	tumpline/carrying headband
c4.c141.c52.	Bɖjap	tuk52	tuk	⁴ʈe	eagle (nep cil 'hawk')
c4.c141.c6.	Bɖiː	tuk50	tuk	⁴ʈi	one
c4.c141.c65.	Bɖo	gha52	gha	˩ʈo	tumpline/carrying headband
c4.c141.c68.	Bɖjoi	tuk52	tuk	⁴ʈe	eagle (nep cil 'hawk')
c4.c141.c7.	Bɖik	tuk50	tuk	⁴ʈi	one
c4.c141.c71.	Bɖot	tuk52	tuk	⁴ʈe	eagle (nep cil 'hawk')
c4.c141.c74.	Bɖwap	gha52	gha	˩ʈo	tumpline/carrying headband
c4.c141.c75.	Bɖop	gha52	gha	˩ʈo	tumpline/carrying headband
c4.c141.c8.	Bɖit	tuk50	tuk	⁴ʈi	one
c4.c141.c89.	Bɖut	tuk50	tuk	⁴ʈi	one
c4.c141.c9.	Bɖip	tuk50	tuk	⁴ʈi	one
c4.c142.c10.	Btis	gha55	gha	⁴ti	load
c4.c142.c11.	Btiŋ	mar2	mar	˥tin	heart
c4.c142.c11.	Btiŋ	mar62	mar	⁴tin	house
c4.c142.c12.	Btin	mar2	mar	˥tin	heart
c4.c142.c12.	Btin	mar62	mar	⁴tin	house
c4.c142.c14.	Btim	ris57	ris	⁴tim	house
c4.c142.c14.	Btim	sahu51	sahu	⁴tim	house
c4.c142.c14.	Btim	mar2	mar	˥tin	heart
c4.c142.c14.	Btim	mar62	mar	⁴tin	house
c4.c142.c14.	Btim	tuk61	tuk	⁴tim	house
c4.c142.c16.	Btil	mar64	mar	⁴te	load
c4.c142.c17.	Btwi	gha55	gha	⁴ti	load
c4.c142.c20.	Bte	mar64	mar	⁴te	load
c4.c142.c20.	Bte	tuk63	tuk	⁴te	load
c4.c142.c206.c203.	Btot	ris59	ris	⁴tot	load
c4.c142.c206.c203.	Btot	sahu53	sahu	⁴tot	load
c4.c142.c21.	Bteː	gha55	gha	⁴ti	load
c4.c142.c21.	Bteː	mar64	mar	⁴te	load
c4.c142.c21.	Bteː	tuk63	tuk	⁴te	load
c4.c142.c22.	Bteː	syang65	syang	⁴tʌe	load
c4.c142.c22.	Bteː	tuk63	tuk	⁴te	load
c4.c142.c23.	Bteː	mar64	mar	⁴te	load
c4.c142.c23.	Bteː	tuk63	tuk	⁴te	load
c4.c142.c24.	Btje	gha55	gha	⁴ti	load
c4.c142.c24.	Btje	tuk63	tuk	⁴te	load
c4.c142.c25.	Btek	tuk63	tuk	⁴te	load
c4.c142.c26.	Btet	gha55	gha	⁴ti	load
c4.c142.c26.	Btet	mar64	mar	⁴te	load
c4.c142.c26.	Btet	tuk63	tuk	⁴te	load
c4.c142.c27.	Btep	mar64	mar	⁴te	load
c4.c142.c31.	Btew	tuk63	tuk	⁴te	load
c4.c142.c33.c16.	Btail	syang65	syang	⁴tʌe	load
c4.c142.c33.c20.	Btae	syang65	syang	⁴tʌe	load
c4.c142.c33.c21.	Btaeː	syang65	syang	⁴tʌe	load
c4.c142.c33.c26.	Btaet	syang65	syang	⁴tʌe	load
c4.c142.c33.c31.	Btaew	syang65	syang	⁴tʌe	load
c4.c142.c33.c35.	Btaja	syang65	syang	⁴tʌe	load
c4.c142.c33.c48.	Btaat	syang65	syang	⁴tʌe	load
c4.c142.c33.c68.	Btajoi	syang65	syang	⁴tʌe	load
c4.c142.c33.c71.	Btaot	syang65	syang	⁴tʌe	load
c4.c142.c35.	Btja	mar64	mar	⁴te	load
c4.c142.c35.	Btja	tuk63	tuk	⁴te	load
c4.c142.c38.c203.	Btwat	ris59	ris	⁴tot	load
c4.c142.c38.c5.	Btwai	tag43	tag	⁴toi	load
c4.c142.c38.c8.	Btwait	tag43	tag	⁴toi	load
c4.c142.c42.	Btai	mar64	mar	⁴te	load
c4.c142.c42.	Btai	tuk63	tuk	⁴te	load
c4.c142.c43.	Btai	mar64	mar	⁴te	load
c4.c142.c43.	Btai	tuk63	tuk	⁴te	load
c4.c142.c44.	Btai	tuk63	tuk	⁴te	load
c4.c142.c48.	Btat	mar64	mar	⁴te	load
c4.c142.c48.	Btat	tuk63	tuk	⁴te	load
c4.c142.c49.	Btat	syang65	syang	⁴tʌe	load
c4.c142.c5.	Bti	gha55	gha	⁴ti	load
c4.c142.c50.	Btwat	tuk63	tuk	⁴te	load
c4.c142.c52.	Btjap	tuk63	tuk	⁴te	load
c4.c142.c6.	Btiː	gha55	gha	⁴ti	load
c4.c142.c65.c203.	Btot	ris59	ris	⁴tot	load
c4.c142.c65.c203.	Btot	sahu53	sahu	⁴tot	load
c4.c142.c65.c5.	Btoi	tag43	tag	⁴toi	load
c4.c142.c65.c8.	Btoit	tag43	tag	⁴toi	load
c4.c142.c68.	Btjoi	tuk63	tuk	⁴te	load
c4.c142.c7.	Btik	gha55	gha	⁴ti	load
c4.c142.c70.	Btot	ris59	ris	⁴tot	load
c4.c142.c70.	Btot	sahu53	sahu	⁴tot	load
c4.c142.c70.	Btot	tag43	tag	⁴toi	load
c4.c142.c71.	Btot	gha55	gha	⁴ti	load
c4.c142.c71.	Btot	ris59	ris	⁴tot	load
c4.c142.c71.	Btot	sahu53	sahu	⁴tot	load
c4.c142.c71.	Btot	mar64	mar	⁴te	load
c4.c142.c71.	Btot	tag43	tag	⁴toi	load
c4.c142.c71.	Btot	tuk63	tuk	⁴te	load
c4.c142.c8.	Btit	gha55	gha	⁴ti	load
c4.c142.c85.	Btjuː	gha55	gha	⁴ti	load
c4.c142.c89.	Btut	gha55	gha	⁴ti	load
c4.c142.c90.	Btut	gha55	gha	⁴ti	load
c4.c142.c94.	Btun	gha55	gha	⁴ti	load
c4.c143.c11.	Btʰiŋ	man54	man	⁴tʰĩ	house
c4.c143.c12.	Btʰin	man54	man	⁴tʰĩ	house
c4.c143.c14.	Btʰim	man54	man	⁴tʰĩ	house
c4.c143.c27.	Btʰep	mar31	mar	˥tʰo	saliva
c4.c143.c37.	Btʰwa	mar31	mar	˥tʰo	saliva
c4.c143.c38.	Btʰwa	mar31	mar	˥tʰo	saliva
c4.c143.c51.	Btʰap	mar31	mar	˥tʰo	saliva
c4.c143.c65.	Btʰo	mar31	mar	˥tʰo	saliva
c4.c143.c66.	Btʰoː	mar31	mar	˥tʰo	saliva
c4.c143.c75.	Btʰop	mar31	mar	˥tʰo	saliva
c4.c143.c94.	Btʰun	man54	man	⁴tʰĩ	house
c4.c143.c99.	Btʰul	mar31	mar	˥tʰo	saliva
c4.c144.c10.	Btʰis	gha55	gha	⁴ti	load
c4.c144.c11.	Btʰiŋ	man54	man	⁴tʰĩ	house
c4.c144.c12.	Btʰin	man54	man	⁴tʰĩ	house
c4.c144.c14.	Btʰim	man54	man	⁴tʰĩ	house
c4.c144.c17.	Btʰwi	gha55	gha	⁴ti	load
c4.c144.c21.	Btʰeː	gha55	gha	⁴ti	load
c4.c144.c22.	Btʰeː	syang65	syang	⁴tʌe	load
c4.c144.c24.	Btʰje	gha55	gha	⁴ti	load
c4.c144.c26.	Btʰet	gha55	gha	⁴ti	load
c4.c144.c27.	Btʰep	mar31	mar	˥tʰo	saliva
c4.c144.c33.c16.	Btʰail	syang65	syang	⁴tʌe	load
c4.c144.c33.c20.	Btʰae	syang65	syang	⁴tʌe	load
c4.c144.c33.c21.	Btʰaeː	syang65	syang	⁴tʌe	load
c4.c144.c33.c26.	Btʰaet	syang65	syang	⁴tʌe	load
c4.c144.c33.c31.	Btʰaew	syang65	syang	⁴tʌe	load
c4.c144.c33.c35.	Btʰaja	syang65	syang	⁴tʌe	load
c4.c144.c33.c48.	Btʰaat	syang65	syang	⁴tʌe	load
c4.c144.c33.c68.	Btʰajoi	syang65	syang	⁴tʌe	load
c4.c144.c33.c71.	Btʰaot	syang65	syang	⁴tʌe	load
c4.c144.c37.	Btʰwa	mar31	mar	˥tʰo	saliva
c4.c144.c38.	Btʰwa	mar31	mar	˥tʰo	saliva
c4.c144.c49.	Btʰat	syang65	syang	⁴tʌe	load
c4.c144.c5.	Btʰi	gha55	gha	⁴ti	load
c4.c144.c51.	Btʰap	mar31	mar	˥tʰo	saliva
c4.c144.c6.	Btʰiː	gha55	gha	⁴ti	load
c4.c144.c65.	Btʰo	mar31	mar	˥tʰo	saliva
c4.c144.c66.	Btʰoː	mar31	mar	˥tʰo	saliva
c4.c144.c7.	Btʰik	gha55	gha	⁴ti	load
c4.c144.c71.	Btʰot	gha55	gha	⁴ti	load
c4.c144.c75.	Btʰop	mar31	mar	˥tʰo	saliva
c4.c144.c8.	Btʰit	gha55	gha	⁴ti	load
c4.c144.c85.	Btʰjuː	gha55	gha	⁴ti	load
c4.c144.c89.	Btʰut	gha55	gha	⁴ti	load
c4.c144.c90.	Btʰut	gha55	gha	⁴ti	load
c4.c144.c94.	Btʰun	gha55	gha	⁴ti	load
c4.c144.c94.	Btʰun	man54	man	⁴tʰĩ	house
c4.c144.c99.	Btʰul	mar31	mar	˥tʰo	saliva
c4.c145.c10.	Bdis	gha55	gha	⁴ti	load
c4.c145.c11.	Bdiŋ	mar2	mar	˥tin	heart
c4.c145.c11.	Bdiŋ	mar62	mar	⁴tin	house
c4.c145.c12.	Bdin	mar2	mar	˥tin	heart
c4.c145.c12.	Bdin	mar62	mar	⁴tin	house
c4.c145.c14.	Bdim	ris57	ris	⁴tim	house
c4.c145.c14.	Bdim	sahu51	sahu	⁴tim	house
c4.c145.c14.	Bdim	mar2	mar	˥tin	heart
c4.c145.c14.	Bdim	mar62	mar	⁴tin	house
c4.c145.c14.	Bdim	tuk61	tuk	⁴tim	house
c4.c145.c16.	Bdil	mar64	mar	⁴te	load
c4.c145.c17.	Bdwi	gha55	gha	⁴ti	load
c4.c145.c20.	Bde	mar64	mar	⁴te	load
c4.c145.c20.	Bde	tuk63	tuk	⁴te	load
c4.c145.c206.c203.	Bdot	ris59	ris	⁴tot	load
c4.c145.c206.c203.	Bdot	sahu53	sahu	⁴tot	load
c4.c145.c21.	Bdeː	gha55	gha	⁴ti	load
c4.c145.c21.	Bdeː	mar64	mar	⁴te	load
c4.c145.c21.	Bdeː	tuk63	tuk	⁴te	load
c4.c145.c22.	Bdeː	syang65	syang	⁴tʌe	load
c4.c145.c22.	Bdeː	tuk63	tuk	⁴te	load
c4.c145.c23.	Bdeː	mar64	mar	⁴te	load
c4.c145.c23.	Bdeː	tuk63	tuk	⁴te	load
c4.c145.c24.	Bdje	gha55	gha	⁴ti	load
c4.c145.c24.	Bdje	tuk63	tuk	⁴te	load
c4.c145.c25.	Bdek	tuk63	tuk	⁴te	load
c4.c145.c26.	Bdet	gha55	gha	⁴ti	load
c4.c145.c26.	Bdet	mar64	mar	⁴te	load
c4.c145.c26.	Bdet	tuk63	tuk	⁴te	load
c4.c145.c27.	Bdep	mar64	mar	⁴te	load
c4.c145.c31.	Bdew	tuk63	tuk	⁴te	load
c4.c145.c33.c16.	Bdail	syang65	syang	⁴tʌe	load
c4.c145.c33.c20.	Bdae	syang65	syang	⁴tʌe	load
c4.c145.c33.c21.	Bdaeː	syang65	syang	⁴tʌe	load
c4.c145.c33.c26.	Bdaet	syang65	syang	⁴tʌe	load
c4.c145.c33.c31.	Bdaew	syang65	syang	⁴tʌe	load
c4.c145.c33.c35.	Bdaja	syang65	syang	⁴tʌe	load
c4.c145.c33.c48.	Bdaat	syang65	syang	⁴tʌe	load
c4.c145.c33.c68.	Bdajoi	syang65	syang	⁴tʌe	load
c4.c145.c33.c71.	Bdaot	syang65	syang	⁴tʌe	load
c4.c145.c35.	Bdja	mar64	mar	⁴te	load
c4.c145.c35.	Bdja	tuk63	tuk	⁴te	load
c4.c145.c38.c203.	Bdwat	ris59	ris	⁴tot	load
c4.c145.c38.c5.	Bdwai	tag43	tag	⁴toi	load
c4.c145.c38.c8.	Bdwait	tag43	tag	⁴toi	load
c4.c145.c42.	Bdai	mar64	mar	⁴te	load
c4.c145.c42.	Bdai	tuk63	tuk	⁴te	load
c4.c145.c43.	Bdai	mar64	mar	⁴te	load
c4.c145.c43.	Bdai	tuk63	tuk	⁴te	load
c4.c145.c44.	Bdai	tuk63	tuk	⁴te	load
c4.c145.c48.	Bdat	mar64	mar	⁴te	load
c4.c145.c48.	Bdat	tuk63	tuk	⁴te	load
c4.c145.c49.	Bdat	syang65	syang	⁴tʌe	load
c4.c145.c5.	Bdi	gha55	gha	⁴ti	load
c4.c145.c50.	Bdwat	tuk63	tuk	⁴te	load
c4.c145.c52.	Bdjap	tuk63	tuk	⁴te	load
c4.c145.c6.	Bdiː	gha55	gha	⁴ti	load
c4.c145.c65.c203.	Bdot	ris59	ris	⁴tot	load
c4.c145.c65.c203.	Bdot	sahu53	sahu	⁴tot	load
c4.c145.c65.c5.	Bdoi	tag43	tag	⁴toi	load
c4.c145.c65.c8.	Bdoit	tag43	tag	⁴toi	load
c4.c145.c68.	Bdjoi	tuk63	tuk	⁴te	load
c4.c145.c7.	Bdik	gha55	gha	⁴ti	load
c4.c145.c70.	Bdot	ris59	ris	⁴tot	load
c4.c145.c70.	Bdot	sahu53	sahu	⁴tot	load
c4.c145.c70.	Bdot	tag43	tag	⁴toi	load
c4.c145.c71.	Bdot	gha55	gha	⁴ti	load
c4.c145.c71.	Bdot	ris59	ris	⁴tot	load
c4.c145.c71.	Bdot	sahu53	sahu	⁴tot	load
c4.c145.c71.	Bdot	mar64	mar	⁴te	load
c4.c145.c71.	Bdot	tag43	tag	⁴toi	load
c4.c145.c71.	Bdot	tuk63	tuk	⁴te	load
c4.c145.c8.	Bdit	gha55	gha	⁴ti	load
c4.c145.c85.	Bdjuː	gha55	gha	⁴ti	load
c4.c145.c89.	Bdut	gha55	gha	⁴ti	load
c4.c145.c90.	Bdut	gha55	gha	⁴ti	load
c4.c145.c94.	Bdun	gha55	gha	⁴ti	load
c4.c146.c10.	Bdis	gha55	gha	⁴ti	load
c4.c146.c11.	Bdiŋ	gha53	gha	⁴dĩ	house
c4.c146.c11.	Bdiŋ	man54	man	⁴tʰĩ	house
c4.c146.c11.	Bdiŋ	mar2	mar	˥tin	heart
c4.c146.c11.	Bdiŋ	mar62	mar	⁴tin	house
c4.c146.c11.	Bdiŋ	syang63	syang	˩dim	house
c4.c146.c12.	Bdin	gha53	gha	⁴dĩ	house
c4.c146.c12.	Bdin	man54	man	⁴tʰĩ	house
c4.c146.c12.	Bdin	mar2	mar	˥tin	heart
c4.c146.c12.	Bdin	mar62	mar	⁴tin	house
c4.c146.c14.	Bdim	gha53	gha	⁴dĩ	house
c4.c146.c14.	Bdim	ris57	ris	⁴tim	house
c4.c146.c14.	Bdim	sahu51	sahu	⁴tim	house
c4.c146.c14.	Bdim	man54	man	⁴tʰĩ	house
c4.c146.c14.	Bdim	mar2	mar	˥tin	heart
c4.c146.c14.	Bdim	mar62	mar	⁴tin	house
c4.c146.c14.	Bdim	syang63	syang	˩dim	house
c4.c146.c14.	Bdim	tuk61	tuk	⁴tim	house
c4.c146.c16.	Bdil	mar64	mar	⁴te	load
c4.c146.c17.	Bdwi	gha55	gha	⁴ti	load
c4.c146.c20.	Bde	mar64	mar	⁴te	load
c4.c146.c20.	Bde	tuk63	tuk	⁴te	load
c4.c146.c206.c203.	Bdot	ris59	ris	⁴tot	load
c4.c146.c206.c203.	Bdot	sahu53	sahu	⁴tot	load
c4.c146.c21.	Bdeː	gha55	gha	⁴ti	load
c4.c146.c21.	Bdeː	mar64	mar	⁴te	load
c4.c146.c21.	Bdeː	tuk63	tuk	⁴te	load
c4.c146.c22.	Bdeː	syang65	syang	⁴tʌe	load
c4.c146.c22.	Bdeː	tuk63	tuk	⁴te	load
c4.c146.c23.	Bdeː	mar64	mar	⁴te	load
c4.c146.c23.	Bdeː	tuk63	tuk	⁴te	load
c4.c146.c24.	Bdje	gha55	gha	⁴ti	load
c4.c146.c24.	Bdje	tuk63	tuk	⁴te	load
c4.c146.c25.	Bdek	tuk63	tuk	⁴te	load
c4.c146.c26.	Bdet	gha55	gha	⁴ti	load
c4.c146.c26.	Bdet	mar64	mar	⁴te	load
c4.c146.c26.	Bdet	tuk63	tuk	⁴te	load
c4.c146.c27.	Bdep	mar64	mar	⁴te	load
c4.c146.c31.	Bdew	tuk63	tuk	⁴te	load
c4.c146.c33.c16.	Bdail	syang65	syang	⁴tʌe	load
c4.c146.c33.c20.	Bdae	syang65	syang	⁴tʌe	load
c4.c146.c33.c21.	Bdaeː	syang65	syang	⁴tʌe	load
c4.c146.c33.c26.	Bdaet	syang65	syang	⁴tʌe	load
c4.c146.c33.c31.	Bdaew	syang65	syang	⁴tʌe	load
c4.c146.c33.c35.	Bdaja	syang65	syang	⁴tʌe	load
c4.c146.c33.c48.	Bdaat	syang65	syang	⁴tʌe	load
c4.c146.c33.c68.	Bdajoi	syang65	syang	⁴tʌe	load
c4.c146.c33.c71.	Bdaot	syang65	syang	⁴tʌe	load
c4.c146.c35.	Bdja	mar64	mar	⁴te	load
c4.c146.c35.	Bdja	tuk63	tuk	⁴te	load
c4.c146.c38.c203.	Bdwat	ris59	ris	⁴tot	load
c4.c146.c38.c5.	Bdwai	tag43	tag	⁴toi	load
c4.c146.c38.c8.	Bdwait	tag43	tag	⁴toi	load
c4.c146.c42.	Bdai	mar64	mar	⁴te	load
c4.c146.c42.	Bdai	tuk63	tuk	⁴te	load
c4.c146.c43.	Bdai	mar64	mar	⁴te	load
c4.c146.c43.	Bdai	tuk63	tuk	⁴te	load
c4.c146.c44.	Bdai	tuk63	tuk	⁴te	load
c4.c146.c48.	Bdat	mar64	mar	⁴te	load
c4.c146.c48.	Bdat	tuk63	tuk	⁴te	load
c4.c146.c49.	Bdat	syang65	syang	⁴tʌe	load
c4.c146.c5.	Bdi	gha55	gha	⁴ti	load
c4.c146.c50.	Bdwat	tuk63	tuk	⁴te	load
c4.c146.c52.	Bdjap	tuk63	tuk	⁴te	load
c4.c146.c6.	Bdiː	gha55	gha	⁴ti	load
c4.c146.c65.c203.	Bdot	ris59	ris	⁴tot	load
c4.c146.c65.c203.	Bdot	sahu53	sahu	⁴tot	load
c4.c146.c65.c5.	Bdoi	tag43	tag	⁴toi	load
c4.c146.c65.c8.	Bdoit	tag43	tag	⁴toi	load
c4.c146.c68.	Bdjoi	tuk63	tuk	⁴te	load
c4.c146.c7.	Bdik	gha55	gha	⁴ti	load
c4.c146.c70.	Bdot	ris59	ris	⁴tot	load
c4.c146.c70.	Bdot	sahu53	sahu	⁴tot	load
c4.c146.c70.	Bdot	tag43	tag	⁴toi	load
c4.c146.c71.	Bdot	gha55	gha	⁴ti	load
c4.c146.c71.	Bdot	ris59	ris	⁴tot	load
c4.c146.c71.	Bdot	sahu53	sahu	⁴tot	load
c4.c146.c71.	Bdot	mar64	mar	⁴te	load
c4.c146.c71.	Bdot	tag43	tag	⁴toi	load
c4.c146.c71.	Bdot	tuk63	tuk	⁴te	load
c4.c146.c8.	Bdit	gha55	gha	⁴ti	load
c4.c146.c85.	Bdjuː	gha55	gha	⁴ti	load
c4.c146.c89.	Bdut	gha55	gha	⁴ti	load
c4.c146.c90.	Bdut	gha55	gha	⁴ti	load
c4.c146.c94.	Bdun	gha55	gha	⁴ti	load
c4.c146.c94.	Bdun	man54	man	⁴tʰĩ	house
c4.c147.c184.c53.	Bpraŋ	mar11	mar	˥praŋ	ropeway
c4.c147.c184.c53.	Bpraŋ	syang11	syang	˩praŋ	ropeway
c4.c147.c184.c53.	Bpraŋ	syang41	syang	˩praŋ	cowshed
c4.c147.c184.c54.	Bpraŋ	mar11	mar	˥praŋ	ropeway
c4.c147.c184.c54.	Bpraŋ	syang11	syang	˩praŋ	ropeway
c4.c147.c184.c54.	Bpraŋ	syang41	syang	˩praŋ	cowshed
c4.c147.c185.c53.	Bpraŋ	syang11	syang	˩praŋ	ropeway
c4.c147.c185.c53.	Bpraŋ	syang41	syang	˩praŋ	cowshed
c4.c147.c185.c54.	Bpraŋ	syang11	syang	˩praŋ	ropeway
c4.c147.c185.c54.	Bpraŋ	syang41	syang	˩praŋ	cowshed
c4.c147.c53.	Bpaŋ	ris58	ris	⁴paŋ	strength
c4.c147.c53.	Bpaŋ	mar63	mar	⁴paŋ	strength
c4.c147.c53.	Bpaŋ	syang64	syang	⁴paŋ	strength
c4.c147.c53.	Bpaŋ	tuk62	tuk	⁴paŋ	strength
c4.c147.c54.	Bpaŋ	ris58	ris	⁴paŋ	strength
c4.c147.c54.	Bpaŋ	mar63	mar	⁴paŋ	strength
c4.c147.c54.	Bpaŋ	syang64	syang	⁴paŋ	strength
c4.c147.c54.	Bpaŋ	tuk62	tuk	⁴paŋ	strength
c4.c148.c53.	Bpʰaŋ	man55	man	⁴pʰaŋ	strength
c4.c148.c54.	Bpʰaŋ	man55	man	⁴pʰaŋ	strength
c4.c149.c53.	Bpʰaŋ	man55	man	⁴pʰaŋ	strength
c4.c149.c54.	Bpʰaŋ	man55	man	⁴pʰaŋ	strength
c4.c150.c184.c53.	Bbraŋ	mar11	mar	˥praŋ	ropeway
c4.c150.c184.c53.	Bbraŋ	syang11	syang	˩praŋ	ropeway
c4.c150.c184.c53.	Bbraŋ	syang41	syang	˩praŋ	cowshed
c4.c150.c184.c54.	Bbraŋ	mar11	mar	˥praŋ	ropeway
c4.c150.c184.c54.	Bbraŋ	syang11	syang	˩praŋ	ropeway
c4.c150.c184.c54.	Bbraŋ	syang41	syang	˩praŋ	cowshed
c4.c150.c185.c53.	Bbraŋ	syang11	syang	˩praŋ	ropeway
c4.c150.c185.c53.	Bbraŋ	syang41	syang	˩praŋ	cowshed
c4.c150.c185.c54.	Bbraŋ	syang11	syang	˩praŋ	ropeway
c4.c150.c185.c54.	Bbraŋ	syang41	syang	˩praŋ	cowshed
c4.c150.c53.	Bbaŋ	ris58	ris	⁴paŋ	strength
c4.c150.c53.	Bbaŋ	mar63	mar	⁴paŋ	strength
c4.c150.c53.	Bbaŋ	syang64	syang	⁴paŋ	strength
c4.c150.c53.	Bbaŋ	tuk62	tuk	⁴paŋ	strength
c4.c150.c54.	Bbaŋ	ris58	ris	⁴paŋ	strength
c4.c150.c54.	Bbaŋ	mar63	mar	⁴paŋ	strength
