seq	gloss	page	form	phrase	phrase_gloss	nepali	remarks	variants	notebook	so	ex	hom	dfe
268		27	lhɔm lhɔm	bišiː lhɔm lhɔm NB iː = gen	fontanelle de bébé				Tangbe Paris 1996-1	tangbe96.1.27			
269	ampoule	27				blister			Tangbe Paris 1996-1	tangbe96.1.27			
270		27	chjo kaŋ	jai naŋ ni chjo kaŋ χadzin
jai naŋ ni chjo kaŋ khadzin	avoir une ampoule à la main				Tangbe Paris 1996-1	tangbe96.1.27			
271	urine	27				pisab			Tangbe Paris 1996-1	tangbe96.1.27			
272	excréments	27	tsjolo			shit			Tangbe Paris 1996-1	tangbe96.1.27			
273	faire	27	kiʔ	kiʔ puŋdzjo	faire caca				Tangbe Paris 1996-1	tangbe96.1.27			
274	faire	27		tsjolo puŋdzjo	faire pipi				Tangbe Paris 1996-1	tangbe96.1.27			
275	vessie	29							Tangbe Paris 1996-1	tangbe96.1.29			
276	utérus	29	puŋ tshi						Tangbe Paris 1996-1	tangbe96.1.29			
277	enclos sous la maison, cour	29	tsʌdzʌ taŋ						Tangbe Paris 1996-1	tangbe96.1.29			
278	enclos à chevaux	29	taŋ						Tangbe Paris 1996-1	tangbe96.1.29			
279	enclos à chèvre (au dehors)	29	tʌi taŋ						Tangbe Paris 1996-1	tangbe96.1.29			
280	enclos à chèvre (au dehors)	29	joko						Tangbe Paris 1996-1	tangbe96.1.29			
281	chèvre	29	rʌ-i joko						Tangbe Paris 1996-1	tangbe96.1.29			
282	pellicules	29	rʌ			(var de kjok)			Tangbe Paris 1996-1	tangbe96.1.29			
283	pellicules	29	kok koq	²²kok ⁴⁴'¹¹naŋdzjəm ¹¹ɔn	avoir beaucoup de pellicules				Tangbe Paris 1996-1	tangbe96.1.29			
284	pellicules	29				(var. de kok)			Tangbe Paris 1996-1	tangbe96.1.29			
285	DAT	29	kjok	kʌrʌ kjok naŋdzjəm on	je/tu/il a bcp de pellicules dans les cheveux				Tangbe Paris 1996-1	tangbe96.1.29			
286	empreinte	29	rʌ						Tangbe Paris 1996-1	tangbe96.1.29			
287	empreinte	29	cʱiʱ	pʌle(-i) cʱiʱ	empreinte du pied				Tangbe Paris 1996-1	tangbe96.1.29			
288	cicatrice	29			"trace d'une plaie"				Tangbe Paris 1996-1	tangbe96.1.29			
289	blessure, plaie	29	mahai cʱiʱ	maha tʌdzi	avoir une blessure	gahu paryo			Tangbe Paris 1996-1	tangbe96.1.29			
290	blessure, plaie	29	maha	maha khordzin	avoir un plaie (venu de soi-même)	gahu ayo			Tangbe Paris 1996-1	tangbe96.1.29			
291	poignet	29	maha						Tangbe Paris 1996-1	tangbe96.1.29			
292	poignet	29	tsʌ	jai tsʌ					Tangbe Paris 1996-1	tangbe96.1.29			
293	poulet	31							Tangbe Paris 1996-1	tangbe96.1.31			
294	un	31	naχa	nakha ri	un poulet				Tangbe Paris 1996-1	tangbe96.1.31			
295	poule	31							Tangbe Paris 1996-1	tangbe96.1.31			
296	un	31	⁴⁴'⁴⁴nakha ¹¹mɔ	⁴⁴'⁴⁴nakha ¹¹mɔ ¹¹ri	une poule				Tangbe Paris 1996-1	tangbe96.1.31			
297	coq	31							Tangbe Paris 1996-1	tangbe96.1.31			
298	poussin	31	⁴⁴'⁴⁴nakha ¹¹pfo nakha pho						Tangbe Paris 1996-1	tangbe96.1.31			
299	oeuf	31	nakha tsʌdzʌ						Tangbe Paris 1996-1	tangbe96.1.31			
300	crête (de coq)	31	nakha phʊŋ						Tangbe Paris 1996-1	tangbe96.1.31			
301	oiseau	31	nakha ɖʌʱ						Tangbe Paris 1996-1	tangbe96.1.31			
302	nid	31	nimjã						Tangbe Paris 1996-1	tangbe96.1.31			
303	envoler (s')	31	nimjã tsʱaʱŋ	nimjã bʱikcʱiʱ	s'est envolé				Tangbe Paris 1996-1	tangbe96.1.31			
304	envoler (s')	31	bʱik-	bʱigoʱ	envole-toi				Tangbe Paris 1996-1	tangbe96.1.31			
305	bec	31	bʱig-						Tangbe Paris 1996-1	tangbe96.1.31			
306	aile	31	nimjã-i ²²'⁵⁵⁴ruksuŋ						Tangbe Paris 1996-1	tangbe96.1.31			
307	duvet	31	ʃjokpo						Tangbe Paris 1996-1	tangbe96.1.31			
308	poil du corps	31	³³'³³nimjã ⁴²tshʌm						Tangbe Paris 1996-1	tangbe96.1.31			
309	pigeon	31	²¹but ⁵⁵tshʌm			parewa			Tangbe Paris 1996-1	tangbe96.1.31			
310	paon	31	ɖe khχɛn			mujur			Tangbe Paris 1996-1	tangbe96.1.31			
311	corbeau	31	²¹tsja ⁵⁵'²²mɔptshja			kāg			Tangbe Paris 1996-1	tangbe96.1.31			
312	chouette	33	²²'⁵³kaχaʔ			lato kosero āyo			Tangbe Paris 1996-1	tangbe96.1.33			
313	vautour	33	hukpo khʌdzi			giddha			Tangbe Paris 1996-1	tangbe96.1.33			
314	faucon	33	tsjak ke			cil			Tangbe Paris 1996-1	tangbe96.1.33			
315	aigle (emporte des chèvres)	33	⁴⁴'²²tiŋ khjur						Tangbe Paris 1996-1	tangbe96.1.33			
316	buffle	33	diʱkha			bãisi			Tangbe Paris 1996-1	tangbe96.1.33			
317	vache	33	mɔʱja						Tangbe Paris 1996-1	tangbe96.1.33			
318	boeuf	33	²²me ⁴⁴mo			goru			Tangbe Paris 1996-1	tangbe96.1.33			
319	yack (1/2)	33	me pho						Tangbe Paris 1996-1	tangbe96.1.33			
320	yack	33	dzʱoʱ						Tangbe Paris 1996-1	tangbe96.1.33			
321	yack	33	jaː	jaː niʱ	deux yacks				Tangbe Paris 1996-1	tangbe96.1.33			
322	yak (demi-) femelle	33							Tangbe Paris 1996-1	tangbe96.1.33			
323	veau	33	dzo mɔmdzo						Tangbe Paris 1996-1	tangbe96.1.33			
324	veau	33	me dza	me dza dzʌdzʌ					Tangbe Paris 1996-1	tangbe96.1.33			
325	chevreau	33							Tangbe Paris 1996-1	tangbe96.1.33			
326	sabot	33	rʌ dzʌ						Tangbe Paris 1996-1	tangbe96.1.33			
327	sabot	33	⁵⁵'²²mikpo	gʌl ki mikpo	sabot de bétail				Tangbe Paris 1996-1	tangbe96.1.33			
328	animal à 4 pattes	33		gʌl ki mikpo	sabot de bétail	bastu			Tangbe Paris 1996-1	tangbe96.1.33			
329	oiseau	33	gʌl						Tangbe Paris 1996-1	tangbe96.1.33			
330	oiseau	33	tshjʌʱ	nəm ki tshjʌʱ	oiseau (du ciel)				Tangbe Paris 1996-1	tangbe96.1.33			
331	ciel	33	tshjʌʱ	nəm ki tshjʌʱ	oiseau (du ciel)				Tangbe Paris 1996-1	tangbe96.1.33			
332	porte	35	nəm ki tshjʌʱ			hom morve			Tangbe Paris 1996-1	tangbe96.1.35			
333	morve	35	nʌp			siŋan, hom porte			Tangbe Paris 1996-1	tangbe96.1.35			
334	thé	35	nʌp			hom 'oiseau'			Tangbe Paris 1996-1	tangbe96.1.35			
335	oiseau	35	tshjʌ			hom. 'tea'			Tangbe Paris 1996-1	tangbe96.1.35			
336	cheval	35	tshjʌ			ghoɖa, hom "hache"			Tangbe Paris 1996-1	tangbe96.1.35			
337	cheval	35	tʌ	⁵⁵'⁵⁵pimbi ²²tʌ	un cheval de selle	chaɖne ghoɖa			Tangbe Paris 1996-1	tangbe96.1.35			
338	monter (un cheval)	35		⁵⁵'⁵⁵pimbi ²²tʌ	un cheval de selle	chaɖne ghoɖa			Tangbe Paris 1996-1	tangbe96.1.35			
339	hache	35	⁵⁵'⁵⁵pimbi			hom "cheval"			Tangbe Paris 1996-1	tangbe96.1.35			
340	hache	35	tʌ	⁴⁴'⁴⁴ʃiŋ tshei tʌ	hache à couper du bois				Tangbe Paris 1996-1	tangbe96.1.35			
341	couper (du bois)	35		⁴⁴'⁴⁴ʃiŋ tshei tʌ	hache à couper du bois				Tangbe Paris 1996-1	tangbe96.1.35			
342	sabot	35	tshe						Tangbe Paris 1996-1	tangbe96.1.35			
343	sabot	35	⁵⁵'²²mikpo	³¹'⁴⁴gʌl ge ⁵⁵'²²mikpo	sabot de bétail				Tangbe Paris 1996-1	tangbe96.1.35			
344	GEN	35		³¹'⁴⁴gʌl ge ⁵⁵'²²mikpo	sabot de bétail				Tangbe Paris 1996-1	tangbe96.1.35			
345	mouton	35	ge						Tangbe Paris 1996-1	tangbe96.1.35			
346	mouton (brebis)	35	⁴¹kju	⁴⁴kju ¹¹mɔ		bheɖa ko maũ			Tangbe Paris 1996-1	tangbe96.1.35			
347	mouton (agneau)	35		²²kju ⁴⁴'¹¹tsʌdza					Tangbe Paris 1996-1	tangbe96.1.35			
348	tigre, léopard tacheté (mangeur de chèvres)	35							Tangbe Paris 1996-1	tangbe96.1.35			
349	daim	35	sém dzjɛn			mirga			Tangbe Paris 1996-1	tangbe96.1.35			
350	daim	35	⁵⁵fo ⁵⁵pho	⁵⁵pho ²²'²²khʌdzi		mirga ayō			Tangbe Paris 1996-1	tangbe96.1.35			
351	gros	35	⁵⁵pho	pho theware khʌdzi	un gros cerf est venu				Tangbe Paris 1996-1	tangbe96.1.35			
352	gros	35	theware	pho pi khʌdzi	le ventre est gros				Tangbe Paris 1996-1	tangbe96.1.35			
353	souffrir	35	pi	³³pho ²²su ⁴⁴kham	avoir mal au ventre				Tangbe Paris 1996-1	tangbe96.1.35			
354	malade (être)	35	²²su ⁴⁴kham	⁵⁵pho ¹¹'³³nadzin	le cerf est malade				Tangbe Paris 1996-1	tangbe96.1.35			
355	ventre	35	¹¹'³³nadzin			pet			Tangbe Paris 1996-1	tangbe96.1.35			
356	chat	37	⁴⁴fo ⁴⁴pho			birālo			Tangbe Paris 1996-1	tangbe96.1.37			
357	chien	37	⁵⁵'³³nɔχɔr						Tangbe Paris 1996-1	tangbe96.1.37			
358	mule	37	nəkkju						Tangbe Paris 1996-1	tangbe96.1.37			
359	âne	37	ʈʌʈhe			gadhar			Tangbe Paris 1996-1	tangbe96.1.37			
360	souris	37	¹¹'⁵⁵puʱmbu			musā			Tangbe Paris 1996-1	tangbe96.1.37			
361	écureuil	37	⁴⁴'⁴⁴nʌmi			lokhorke			Tangbe Paris 1996-1	tangbe96.1.37			
362	queue	37	ʈaʱŋɖi						Tangbe Paris 1996-1	tangbe96.1.37			
363	moustache	37	mer						Tangbe Paris 1996-1	tangbe96.1.37			
364	éléphant	37	maŋʈhe						Tangbe Paris 1996-1	tangbe96.1.37			
365	trompe (éléphant) museau (chien)	37	laŋ bo tshi	laŋ bo tshi i nakki					Tangbe Paris 1996-1	tangbe96.1.37			
366	trompe (éléphant)	37	nakki	laŋ bo tshi i naʱ					Tangbe Paris 1996-1	tangbe96.1.37			
367	museau (chien)	37	naʱ	nʌkkju-i nʌkki					Tangbe Paris 1996-1	tangbe96.1.37			
368	loup	37	nʌkki						Tangbe Paris 1996-1	tangbe96.1.37			
369	chacal	37	³³'³³ʃjala khʱoŋ			syāl			Tangbe Paris 1996-1	tangbe96.1.37			
370	lézard (?)	37	ʃjʌlʌ			chepparo			Tangbe Paris 1996-1	tangbe96.1.37			
371	vent, air	37	⁵⁵'⁴⁴nʌmʌ ²²'²²tsʌdzʌ			hawa			Tangbe Paris 1996-1	tangbe96.1.37			
372			⁴⁴'⁴⁴nʌmʌ						Tangbe Paris 1996-1	tangbe96.1.			
373	serpent	37							Tangbe Paris 1996-1	tangbe96.1.37			
374	papillon	37	²¹ɖul						Tangbe Paris 1996-1	tangbe96.1.37			
375	mouche	37	khala momo						Tangbe Paris 1996-1	tangbe96.1.37			
376	moustique (sorte de) vient le jour ds les champs, pas la nuit - mord	37	³³'³³nabaŋ						Tangbe Paris 1996-1	tangbe96.1.37			
377	piquer, mordre (moustique, chien)	39	liːdzo	liːdzo se hapdzi khadzi	le moustique pique				Tangbe Paris 1996-1	tangbe96.1.39			
378	piquer, mordre (moustique, chien)	39	hapdzi khadzi	nʌkkjù se hapdzi khadzi	le chien mord				Tangbe Paris 1996-1	tangbe96.1.39			
379	mordre (serpent)	39	hapdzi khadzi	ɖul se ciʱ khʌdzi					Tangbe Paris 1996-1	tangbe96.1.39			
380	mordre (serpent)	39	ciʱ khʌdzi	khe-ra ci gaa	il va te mordre				Tangbe Paris 1996-1	tangbe96.1.39			
381	araignée	39	ci gaa						Tangbe Paris 1996-1	tangbe96.1.39			
382	araignée	39	³³'³³puli ¹¹khja						Tangbe Paris 1996-1	tangbe96.1.39			
383	toile d'araignée	39	²²'²²puli ²³khja						Tangbe Paris 1996-1	tangbe96.1.39			
384	insecte	39	puli khja-i tsaʱŋ			kira			Tangbe Paris 1996-1	tangbe96.1.39			
385	ver de viande	39	²²'²²puʱluʱŋ						Tangbe Paris 1996-1	tangbe96.1.39			
386	chenille	39	ʃjʌ-i puluŋ						Tangbe Paris 1996-1	tangbe96.1.39			
387	fourmi	39	⁵⁵tshʌm ²²'²²puluŋ			kamilo			Tangbe Paris 1996-1	tangbe96.1.39			
388	pou	39	³³'³³naχo						Tangbe Paris 1996-1	tangbe96.1.39			
389	lentes	39	⁵³ʃjeʔ			likha (hom; "os")			Tangbe Paris 1996-1	tangbe96.1.39			
390	puce	39	nʌχi			upiyā			Tangbe Paris 1996-1	tangbe96.1.39			
391	punaise	39	⁵⁵'²²taŋni						Tangbe Paris 1996-1	tangbe96.1.39			
392	blatte	39	⁴⁴'⁵³kopjaŋ						Tangbe Paris 1996-1	tangbe96.1.39			
393			phelele felele						Tangbe Paris 1996-1	tangbe96.1.			
394	grillon	39							Tangbe Paris 1996-1	tangbe96.1.39			
395	poisson	39	au tsik tsik						Tangbe Paris 1996-1	tangbe96.1.39			
396	poisson	39	¹¹'¹¹ɲaʃja	ɲaʃja rawara ɲiʃjoʔ	je vais aller pêcher / allons pêcher				Tangbe Paris 1996-1	tangbe96.1.39			
397	pêcher	39		ɲaʃja rawara ɲiʃjoʔ	je vais aller pêcher / allons pêcher				Tangbe Paris 1996-1	tangbe96.1.39			
398	pêcher	41	rawara ɲiʃjoʔ	ɲaʃja raχo	pêche!				Tangbe Paris 1996-1	tangbe96.1.41			
399	corne	41	raχo			sing			Tangbe Paris 1996-1	tangbe96.1.41			
400	corne de vache	41	⁵⁵ru	²¹'⁴⁴memo-i ⁵⁵ru					Tangbe Paris 1996-1	tangbe96.1.41			
401	corne de vache	41		memwe ru					Tangbe Paris 1996-1	tangbe96.1.41			
402	corne de chèvre	41		rʌi ru					Tangbe Paris 1996-1	tangbe96.1.41			
403	corne de bélier	41		⁴²kyi ⁵⁵ru		bheɖakosing			Tangbe Paris 1996-1	tangbe96.1.41			
404	corne de yak	41		³³jai ⁵⁵ru					Tangbe Paris 1996-1	tangbe96.1.41			
405	bouse de vache	41		memwe ɖu					Tangbe Paris 1996-1	tangbe96.1.41			
406	crotte de chèvre	41	ɖu	NB not *rʌi rʌl ɖu					Tangbe Paris 1996-1	tangbe96.1.41			
407	crotte (de mouton)	41	rʌl ɖu	³¹kyi ⁵⁵rʌl ⁵⁵ɖu					Tangbe Paris 1996-1	tangbe96.1.41			
408	bouse/crottin (de cheval)	41	⁵⁵rʌl ⁵⁵ɖu	⁵⁵tʌi ³³ɖu					Tangbe Paris 1996-1	tangbe96.1.41			
409	bouse (de yak)	41	³³ɖu	³³jai ³³ɖu					Tangbe Paris 1996-1	tangbe96.1.41			
410	crotte (de poulet)	41	³³ɖu	³³'⁴⁴nakha ⁵⁴ɖu					Tangbe Paris 1996-1	tangbe96.1.41			
411	lapin	41	⁵⁴ɖu			kharāyo			Tangbe Paris 1996-1	tangbe96.1.41			
412	manger	43	rɛ hoŋ	ŋa ken tsʌʃe / tsʌʃjoʔ	je mange	ma bhat khanchu			Tangbe Paris 1996-1	tangbe96.1.43			
413	manger	43		ŋa-se ken tsʌ-dzi	j'ai mangé du riz				Tangbe Paris 1996-1	tangbe96.1.43			
414	manger	43		ŋa ken tsʌ lʌ se khʌʃjo	je viendrai après manger	ma bhat khaera aūchu			Tangbe Paris 1996-1	tangbe96.1.43			
415	manger	43		ŋa ken tsʌ wʌra khʌʃjo	je viendrai pour manger				Tangbe Paris 1996-1	tangbe96.1.43			
416	manger	43		ŋa ken tsʌ lʌ are	je ne mange pas				Tangbe Paris 1996-1	tangbe96.1.43			
417	manger	43		ŋa se ken a tsa	je n'ai pas mangé				Tangbe Paris 1996-1	tangbe96.1.43			
418	manger	43		ŋa ken tsa khaŋgala are	je ne peux pas manger				Tangbe Paris 1996-1	tangbe96.1.43			
419	manger	43		ŋa ken tsa li naga	si je mange, je suis malade				Tangbe Paris 1996-1	tangbe96.1.43			
420	boire	43		ŋa-se tila (hier) ɲe (lait) thuŋ la se na-dzi	I got sick after drinking milk yesterday				Tangbe Paris 1996-1	tangbe96.1.43			
421	manger	43		khja tsu tsəli naga	if you eat this, you will get sick				Tangbe Paris 1996-1	tangbe96.1.43			
422	manger	43		hudziri tsjako gal se thak tsʌ ka	regarde là, l'animal va le manger				Tangbe Paris 1996-1	tangbe96.1.43			
423	manger	43		tsəu	mange!				Tangbe Paris 1996-1	tangbe96.1.43			
424	manger (hon)	43		solo	mange (hon.)				Tangbe Paris 1996-1	tangbe96.1.43			
425	manger	43		tha tsəu	ne mange pas				Tangbe Paris 1996-1	tangbe96.1.43			
426	manger	43		tsə ʃjo	mangeons				Tangbe Paris 1996-1	tangbe96.1.43			
427	manger	43		ale muli kʌ tsʌ ʃjʌ lʌ	c'est si j'avais de l'argent que je mangerais	paisa bhaepo khantye			Tangbe Paris 1996-1	tangbe96.1.43			
428	manger	45		ŋa tsə⁵⁵li dzjəm are	je ne mangerai absolument pas	ma khane khandeyna			Tangbe Paris 1996-1	tangbe96.1.45			
429	manger	45		tsəm ta bja	il s'avère qu'il mange ça	khanu rahecha			Tangbe Paris 1996-1	tangbe96.1.45			
430	manger	45		thak tsəm tabja	il s'avère qu'il mange ça	khae dindu raecha			Tangbe Paris 1996-1	tangbe96.1.45			
431	manger	45		meʱarem, nakjū-se thak tsadzjuwa hiŋga	il n'y en a pas du tout, le chien l'a peut-être tout mangé	chandey chaina, kukur-le khae diyo hola			Tangbe Paris 1996-1	tangbe96.1.45			
432	manger	45		tsʌ tokka	il faut manger	khanu parcha			Tangbe Paris 1996-1	tangbe96.1.45			
433	manger	45		tsʌ li tsindzi	il a fini de manger	khae sākyo			Tangbe Paris 1996-1	tangbe96.1.45			
434	manger	45		thak tsʌdzi		khae diyo khae hālyo			Tangbe Paris 1996-1	tangbe96.1.45			
435	manger (hon)	45		solo solo!	mangez!				Tangbe Paris 1996-1	tangbe96.1.45			
436	manger	45		tsʌ se wɔn	il est en train de manger	khandey cha			Tangbe Paris 1996-1	tangbe96.1.45			
437	manger	45		⁵⁵ŋʌ tsʌ se mu	je suis en train de manger	ma khandey chu			Tangbe Paris 1996-1	tangbe96.1.45			
438	manger	45		⁵⁵the tsʌ se wɔn	il est en train de manger	u khandey cha			Tangbe Paris 1996-1	tangbe96.1.45			
439	toi	45				timi			Tangbe Paris 1996-1	tangbe96.1.45			
440	nous	45	⁴⁴kjʌ			hami			Tangbe Paris 1996-1	tangbe96.1.45			
441	vous	45	²²ɲʌʱ						Tangbe Paris 1996-1	tangbe96.1.45			
442	eux	45	³³kja ³³ma ³³tsa						Tangbe Paris 1996-1	tangbe96.1.45			
443	nous	45	⁵⁵the ³³ma ³³tsa						Tangbe Paris 1996-1	tangbe96.1.45			
444	nous	45	ɲʌʱ ¹¹tsa			hami jaũ			Tangbe Paris 1996-1	tangbe96.1.45			
445	nous	45	ɲʌ tsa ɲiʃjo	ɲʌtsa tɪʱma ɲiʃjo	let's go home!				Tangbe Paris 1996-1	tangbe96.1.45			
446	manger	47		ken tsʌli kʌ ʈanɪka	eh, si tu mangeais, tu irais mieux	bhat khaepo nikho hune!			Tangbe Paris 1996-1	tangbe96.1.47			
447	guérir	47				nikho bhoyo			Tangbe Paris 1996-1	tangbe96.1.47			
448	malade (être)	47	ʈaːdzi						Tangbe Paris 1996-1	tangbe96.1.47			
449	malade (être)	47	⁵⁵nʌm						Tangbe Paris 1996-1	tangbe96.1.47			
450	charge	47	⁵⁵'³³nʌdzi						Tangbe Paris 1996-1	tangbe96.1.47			
451	charge	47	²²ʈe	ʈeʔ nʌk tsjo	je porte une charge				Tangbe Paris 1996-1	tangbe96.1.47			
452	porter (charge)	47		ʈeʔ nʌk tsjo	je porte une charge				Tangbe Paris 1996-1	tangbe96.1.47			
453	taille, hauteur, longueur, poids	47	nʌk tsjo	¹¹'⁴⁴ʈedzja ⁵⁵'²²naŋdzjʌm ²²'²²'²²thewari ¹¹won	la charge est très lourde				Tangbe Paris 1996-1	tangbe96.1.47			
454		47	dzja	⁵⁵'¹¹naŋdzjʌm ³³'³³tsheɲem					Tangbe Paris 1996-1	tangbe96.1.47			
455	maintenant	47	³³'³³tsheɲem	taa tema ɲiʃjo	maintenant allons à la maison	aba ghar jaũ			Tangbe Paris 1996-1	tangbe96.1.47			
456	LOC/DAT	47	taa	taa tema ɲiʃjo	maintenant allons à la maison	aba ghar jaũ			Tangbe Paris 1996-1	tangbe96.1.47			
457	travail	47	a	²¹ke cinci	le travail est fini	kam sidyo			Tangbe Paris 1996-1	tangbe96.1.47			
458	finir	47	²¹ke	²¹ke cinci	le travail est fini	kam sidyo			Tangbe Paris 1996-1	tangbe96.1.47			
459	finir	47	cinci	²¹ke a cin	le travail n'est pas fini	kam sidyeko chaina			Tangbe Paris 1996-1	tangbe96.1.47			
460	venir	49							Tangbe Paris 1996-1	tangbe96.1.49			
461	venir	49	khau						Tangbe Paris 1996-1	tangbe96.1.49			
462	aller	49	khadzi						Tangbe Paris 1996-1	tangbe96.1.49			
463	aller	49	niʃjoʔ						Tangbe Paris 1996-1	tangbe96.1.49			
464	partir	49	niːʃjoʔ						Tangbe Paris 1996-1	tangbe96.1.49			
465	aller	49	hetsi	nio	va!		NB pas d'impératif		Tangbe Paris 1996-1	tangbe96.1.49			
466	partir	49		henjem	il est parti	jandeycha			Tangbe Paris 1996-1	tangbe96.1.49			
467	aller	49		njegada		jancha hola			Tangbe Paris 1996-1	tangbe96.1.49			
468	partir	49		he njegada					Tangbe Paris 1996-1	tangbe96.1.49			
469	rester, être assis	49				basne			Tangbe Paris 1996-1	tangbe96.1.49			
470	rester, être assis	49	ʈú						Tangbe Paris 1996-1	tangbe96.1.49			
471	rester, être assis	49	ʈúː	⁵⁵'²²ʈudzi					Tangbe Paris 1996-1	tangbe96.1.49			
472	rester, être assis	49		tsi ri ʈu	reste ici				Tangbe Paris 1996-1	tangbe96.1.49			
473	rester, être assis	49		tsiri tha ʈu	ne reste pas ici	yahã na basa !			Tangbe Paris 1996-1	tangbe96.1.49			
474	lever (se-)	49							Tangbe Paris 1996-1	tangbe96.1.49			
475	lever (se-)	49	hrēro	⁴⁴'²²hretsi					Tangbe Paris 1996-1	tangbe96.1.49			
476	debout	49		⁵⁵'⁴⁴ʈóŋ ʈú	reste debout				Tangbe Paris 1996-1	tangbe96.1.49			
477	coucher (se-)	49							Tangbe Paris 1996-1	tangbe96.1.49			
478	coucher (se-)	49	nu go						Tangbe Paris 1996-1	tangbe96.1.49			
479	courrir	49	nū kó	tikku taʱŋo		dagurnu			Tangbe Paris 1996-1	tangbe96.1.49			
480	courrir	49		tikku taŋdze jedzi	il est parti en courant				Tangbe Paris 1996-1	tangbe96.1.49			
481	lentement	49		koleː lase nio		bistari januhos			Tangbe Paris 1996-1	tangbe96.1.49			
482	faire	51							Tangbe Paris 1996-1	tangbe96.1.51			
483	faire	51	lau						Tangbe Paris 1996-1	tangbe96.1.51			
484	porter	51	ladzi		NB half-length				Tangbe Paris 1996-1	tangbe96.1.51			
485	porter	51	²¹'³³naː ko	¹⁰'²²'²²ʈe na·ko	porter une charge				Tangbe Paris 1996-1	tangbe96.1.51			
486	déposer	51				bisāunu			Tangbe Paris 1996-1	tangbe96.1.51			
487	porter dans les bras ou sur les genoux	51	²²'¹⁰ʈe nɔʱu						Tangbe Paris 1996-1	tangbe96.1.51			
488	porter sur la hanche	51	taŋ taŋ na·ko						Tangbe Paris 1996-1	tangbe96.1.51			
489	porter	51	kéːra nā ko		il a porté	bogyo			Tangbe Paris 1996-1	tangbe96.1.51			
490	déposer	51	⁴⁴'²²nak tsi		il a déposé	bisāyo			Tangbe Paris 1996-1	tangbe96.1.51			
491	malade (être)	51	¹¹'²²nɔːdzi						Tangbe Paris 1996-1	tangbe96.1.51			
492	malade (être)	51	⁵⁵nám						Tangbe Paris 1996-1	tangbe96.1.51			
493	malade	51	na·dzi	²²'¹¹nɒːdzi	il était malade				Tangbe Paris 1996-1	tangbe96.1.51			
494	avoir un enfant	51							Tangbe Paris 1996-1	tangbe96.1.51			
495	naître	51	biʱʃi kewa		je suis né telle année				Tangbe Paris 1996-1	tangbe96.1.51			
496	sentir (émettre une odeur)	51	ŋá oteː ma keːdzi						Tangbe Paris 1996-1	tangbe96.1.51			
497	renifler	51	tháŋ khɒ̄m						Tangbe Paris 1996-1	tangbe96.1.51			
498		51	tháŋ ɲəm	nəkjy se thaŋ ɲəmdzi	le chien renifle				Tangbe Paris 1996-1	tangbe96.1.51			
499	entendre	51							Tangbe Paris 1996-1	tangbe96.1.51			
500	entendre	51	nəʱ ɲémba		écoute				Tangbe Paris 1996-1	tangbe96.1.51			
501	entendre	51	nəʱ ɲéno		ne pas entendre				Tangbe Paris 1996-1	tangbe96.1.51			
502	entendre	51	nəʱ aɲen		ne pas entendre				Tangbe Paris 1996-1	tangbe96.1.51			
503	regarder	53	nəʱ athen			herne			Tangbe Paris 1996-1	tangbe96.1.53			
504	voir	53	tsjaktse			dekhe			Tangbe Paris 1996-1	tangbe96.1.53			
505	regarder	53	maŋdze						Tangbe Paris 1996-1	tangbe96.1.53			
506	regarder	53	³³'¹¹tsjako			heryo			Tangbe Paris 1996-1	tangbe96.1.53			
507	regarder	53	tsjaːdzi	tsjaktseː ʈum tsjaktsae ʈum		hererā bāsyo			Tangbe Paris 1996-1	tangbe96.1.53			
508	regarder	53		kede tsjaktse tsjom amaŋ gɔm	autant que j’aie regardé je n’ai pas vu	jəti here panī dekheyna			Tangbe Paris 1996-1	tangbe96.1.53			
509	goûter	53				cākne			Tangbe Paris 1996-1	tangbe96.1.53			
510	goûter	53	mjaʱŋ dzi	mjaŋ lasae cjako	goûte pour voir				Tangbe Paris 1996-1	tangbe96.1.53			
511	savoureux	53		náŋdzjom ¹⁰lim		mitho lagyo dherey mitho			Tangbe Paris 1996-1	tangbe96.1.53			
512	savoureux	53		ma(ʔ)tsjom ¹¹'¹¹alim	ce n’est pas bon du tout	mitho chaina kati pani mitho chayne			Tangbe Paris 1996-1	tangbe96.1.53			
513	aboyer	53		nəkju kjetɛn	le chien aboie				Tangbe Paris 1996-1	tangbe96.1.53			
514	voix	53		nəkju kjetɛn	le chien aboie				Tangbe Paris 1996-1	tangbe96.1.53			
515	parler	53	nəkju kjetɛn		l'homme parle				Tangbe Paris 1996-1	tangbe96.1.53			
516	parler	53	miʱ laʱŋmo ⁵⁴ʃjen		l'homme parle				Tangbe Paris 1996-1	tangbe96.1.53			
517	voix	53	miʱ kje tɛn						Tangbe Paris 1996-1	tangbe96.1.53			
518	voix	53	kjēʔ		ma voix	mero swar			Tangbe Paris 1996-1	tangbe96.1.53			
519	taille	53	ŋai kjēʔ		ma taille	mero kambar			Tangbe Paris 1996-1	tangbe96.1.53			
520	travail	53	ŋai kjéʔ		mon travail	mero kam			Tangbe Paris 1996-1	tangbe96.1.53			
521	travailler	55	ŋai kjè			kam garʌ			Tangbe Paris 1996-1	tangbe96.1.55			
522	vautour	55	¹⁰kje ³³'²²laʃjo			giddha			Tangbe Paris 1996-1	tangbe96.1.55			
523	toi	55	¹¹'¹²tsjak ke			timi			Tangbe Paris 1996-1	tangbe96.1.55			
